# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:P'
# Event count (approx.): 1317729589
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                                                                                           
# ........  ...............  ................................  .................................................................................................................................................................................................................................................................................................................................
#
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] newidle_balance
     0.01%  Xorg             Xorg                              [.] 0x0000000000179709
     0.01%  dbus-daemon      dbus-daemon                       [.] 0x000000000001bf0a
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] dbus_message_get_reply_serial
     0.01%  upowerd          [kernel.kallsyms]                 [k] acpi_ps_get_arguments.constprop.0
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] path_find_first_component
     0.01%  thermald         [kernel.kallsyms]                 [k] down_read
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] intel_display_power_put_async_work
     0.01%  evolution-alarm  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  Monitor thread   libgio-2.0.so.0.8000.0            [.] g_file_hash
     0.01%  Xorg             Xorg                              [.] pthread_mutex_lock@plt
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000691f5b
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] _raw_spin_unlock_irqrestore
     0.01%  GUsbEventThread  [kernel.kallsyms]                 [k] do_sys_poll
     0.01%  thermald         [kernel.kallsyms]                 [k] kmem_cache_alloc
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff39e7
     0.01%  usb-storage      [kernel.kallsyms]                 [k] _raw_spin_unlock
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] ip_finish_output2
     0.01%  usb-storage      [kernel.kallsyms]                 [k] ext4_finish_bio
     0.01%  gmain            libgobject-2.0.so.0.8000.0        [.] g_signal_connect_data
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] dequeue_entity
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] mem_cgroup_track_foreign_dirty_slowpath
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003b8b59
     0.01%  Xorg             [kernel.kallsyms]                 [k] skb_set_owner_w
     0.01%  swapper          [kernel.kallsyms]                 [k] cpu_startup_entry
     0.01%  usb-storage      [kernel.kallsyms]                 [k] llist_add_batch
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000016e0f0
     0.01%  swapper          [kernel.kallsyms]                 [k] perf_pmu_nop_void
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000148f02
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] g_type_check_instance_is_fundamentally_a
     0.01%  InputThread      [kernel.kallsyms]                 [k] perf_event_task_tick
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] g_cclosure_marshal_VOID__VOIDv
     0.01%  thermald         [kernel.kallsyms]                 [k] lockref_put_return
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] ___slab_alloc
     0.01%  nautilus         [kernel.kallsyms]                 [k] __msecs_to_jiffies
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] blake2s_compress_ssse3
     0.01%  ibus-daemon      libglib-2.0.so.0.8000.0           [.] g_hash_table_insert
     0.01%  Xorg             Xorg                              [.] XaceHook
     0.01%  Xorg             [kernel.kallsyms]                 [k] ktime_get_ts64
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x0000000000049fae
     0.01%  Xorg             [kernel.kallsyms]                 [k] select_idle_sibling
     0.01%  usb-storage      [kernel.kallsyms]                 [k] scsi_device_unbusy
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_evaluate_object
     0.01%  pool-tracker-mi  libgobject-2.0.so.0.8000.0        [.] 0x000000000001fc34
     0.01%  perf             [kernel.kallsyms]                 [k] __rseq_handle_notify_resume
     0.01%  gmain            [kernel.kallsyms]                 [k] exc_page_fault
     0.01%  Xorg             [kernel.kallsyms]                 [k] call_function_single_prep_ipi
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_variant_unref
     0.01%  gsd-media-keys   libX11.so.6.4.0                   [.] 0x00000000000277b0
     0.01%  kworker/u32:2-e  [kernel.kallsyms]                 [k] __mod_timer
     0.01%  Xorg             [kernel.kallsyms]                 [k] maybe_add_creds
     0.01%  Xorg             [kernel.kallsyms]                 [k] pipe_read
     0.01%  Xorg             [kernel.kallsyms]                 [k] timestamp_truncate
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_bit_unlock
     0.01%  swapper          [kernel.kallsyms]                 [k] xas_find
     0.01%  tracker-extract  [kernel.kallsyms]                 [k] handle_mm_fault
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] blk_mq_sched_try_insert_merge
     0.01%  gmain            [kernel.kallsyms]                 [k] entry_SYSCALL_64_safe_stack
     0.01%  tracker-extract  libgio-2.0.so.0.8000.0            [.] g_object_ref@plt
     0.01%  gvfs-afc-volume  [kernel.kallsyms]                 [k] clear_bhb_loop
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] __blk_mq_alloc_requests
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] psi_task_change
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] rb_insert_color
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] wakeup_preempt
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] dput
     0.01%  Xorg             [kernel.kallsyms]                 [k] native_apic_msr_eoi
     0.01%  Xorg             [kernel.kallsyms]                 [k] __wake_up_sync_key
     0.01%  Xorg             Xorg                              [.] WriteEventsToClient
     0.01%  Xorg             Xorg                              [.] 0x000000000007349f
     0.01%  pool-tracker-mi  libc.so.6                         [.] cfree@GLIBC_2.2.5
     0.01%  kworker/14:1-ev  [kernel.kallsyms]                 [k] mtree_load
     0.01%  thermald         [kernel.kallsyms]                 [k] cpus_read_lock
     0.01%  thermald         [kernel.kallsyms]                 [k] pipe_poll
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] mt_process_slot
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] dd_dispatch_request
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003993d0
     0.01%  swapper          [kernel.kallsyms]                 [k] sg_next
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] 0x000000000000c921
     0.01%  Xorg             Xorg                              [.] xf86Wakeup
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] memcpy_orig
     0.01%  Xorg             [kernel.kallsyms]                 [k] skb_copy_datagram_from_iter
     0.01%  systemd-timesyn  libsystemd-shared-255.so          [.] 0x000000000029bac0
     0.01%  systemd-oomd     libc.so.6                         [.] _IO_file_close
     0.01%  swapper          [kernel.kallsyms]                 [k] __note_gp_changes
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] enqueue_entity
     0.01%  gdbus            libc.so.6                         [.] __vasprintf_internal
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] 0x00000000000b17ab
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] bio_to_wbt_flags
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] mem_cgroup_commit_charge
     0.01%  rcu_preempt      [kernel.kallsyms]                 [k] dequeue_entity
     0.01%  perf             [kernel.kallsyms]                 [k] __schedule
     0.01%  gdbus            [kernel.kallsyms]                 [k] x64_sys_call
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000318700
     0.01%  swapper          [kernel.kallsyms]                 [k] handle_edge_irq
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] __mod_node_page_state
     0.01%  tracker-extract  libglib-2.0.so.0.8000.0           [.] 0x00000000000b19dc
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000000b0d0
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000000d34e
     0.01%  GUsbEventThread  libc.so.6                         [.] __GI___pthread_disable_asynccancel
     0.01%  ksoftirqd/14     [kernel.kallsyms]                 [k] smpboot_thread_fn
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] sbitmap_get
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] wait_for_completion_timeout
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] select_task_rq_fair
     0.01%  Xorg             libglamoregl.so                   [.] 0x000000000000a607
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] nohz_balance_exit_idle
     0.01%  Xorg             [kernel.kallsyms]                 [k] ep_poll
     0.01%  systemd          [kernel.kallsyms]                 [k] mod_memcg_state
     0.01%  kworker/3:1-eve  [kernel.kallsyms]                 [k] find_unlink_vmap_area
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000001005854
     0.01%  Monitor thread   [kernel.kallsyms]                 [k] __check_heap_object
     0.01%  InputThread      [kernel.kallsyms]                 [k] __pm_relax
     0.01%  Xorg             [kernel.kallsyms]                 [k] is_vmalloc_addr
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] irq_enter_rcu
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000003eea0
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __slab_free
     0.01%  swapper          [kernel.kallsyms]                 [k] touch_softlockup_watchdog_sched
     0.01%  Xorg             Xorg                              [.] 0x00000000000fbbe0
     0.01%  gmain            libglib-2.0.so.0.8000.0           [.] 0x000000000005d3c0
     0.01%  Xorg             Xorg                              [.] 0x00000000000fd4a0
     0.01%  Xorg             [kernel.kallsyms]                 [k] fpregs_assert_state_consistent
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000316dc0
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000069305e
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003d0952
     0.01%  gnome-shell      libXext.so.6.4.0                  [.] _XSetLastRequestRead@plt
     0.01%  Xorg             Xorg                              [.] LastEventTimeToggleResetFlag
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] generic_permission
     0.01%  nautilus         iris_dri.so                       [.] 0x0000000000cba279
     0.01%  GUsbEventThread  [kernel.kallsyms]                 [k] __x64_sys_poll
     0.01%  Xorg             Xorg                              [.] 0x000000000014a564
     0.01%  Xorg             [kernel.kallsyms]                 [k] copy_iovec_from_user
     0.01%  Xorg             [kernel.kallsyms]                 [k] skb_free_head
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_hash_table_insert
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003edf24
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] blk_mq_submit_bio
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] folio_mark_accessed
     0.01%  kworker/2:1H-kb  [kernel.kallsyms]                 [k] queuecommand_lck
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000120640
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] native_sched_clock
     0.01%  perf             [kernel.kallsyms]                 [k] dequeue_task_fair
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_pointer_bit_lock_and_get
     0.01%  InputThread      [kernel.kallsyms]                 [k] getname_flags.part.0
     0.01%  InputThread      libinput.so.10.13.0               [.] 0x000000000003af1b
     0.01%  pool-tracker-mi  [kernel.kallsyms]                 [k] folio_remove_rmap_ptes
     0.01%  Xorg             [kernel.kallsyms]                 [k] _copy_from_iter
     0.01%  perf             [kernel.kallsyms]                 [k] get_page_from_freelist
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] asm_sysvec_apic_timer_interrupt
     0.01%  GUsbEventThread  [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.01%  gmain            [kernel.kallsyms]                 [k] newidle_balance
     0.01%  systemd          [kernel.kallsyms]                 [k] get_current_fs_domain
     0.01%  gnome-terminal-  libX11.so.6.4.0                   [.] 0x0000000000040ed8
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] bio_associate_blkg_from_css
     0.01%  gsd-xsettings    [kernel.kallsyms]                 [k] entry_SYSCALL_64
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] bpf_trampoline_6442545572
     0.01%  Xorg             [kernel.kallsyms]                 [k] unix_scm_to_skb
     0.01%  ibus-extension-  [kernel.kallsyms]                 [k] check_cfs_rq_runtime
     0.01%  Xorg             [kernel.kallsyms]                 [k] wake_affine
     0.01%  Xorg             libGL.so.1.7.0                    [.] glFlush
     0.01%  kworker/2:0-mm_  [kernel.kallsyms]                 [k] intel_lpss_suspend
     0.01%  systemd          [kernel.kallsyms]                 [k] consume_stock
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_list_prepend
     0.01%  kworker/10:1-i9  [kernel.kallsyms]                 [k] __switch_to
     0.01%  gmain            libc.so.6                         [.] __libc_calloc
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000fffc90
     0.01%  Xorg             [kernel.kallsyms]                 [k] kmalloc_reserve
     0.01%  upowerd          [kernel.kallsyms]                 [k] __memcg_slab_post_alloc_hook
     0.01%  upowerd          libglib-2.0.so.0.8000.0           [.] 0x000000000005bb8e
     0.01%  kworker/u32:3-e  [kernel.kallsyms]                 [k] blk_mq_free_request
     0.01%  swapper          [kernel.kallsyms]                 [k] check_update_overutilized_status
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000016cfc0
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] 0x00000000001d5810
     0.01%  thermald         [kernel.kallsyms]                 [k] cgroup_rstat_updated
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] __memcpy
     0.01%  evolution-alarm  libgdk-3.so.0.2409.32             [.] 0x000000000008bb50
     0.01%  Xorg             [kernel.kallsyms]                 [k] wait_for_unix_gc
     0.01%  swapper          [kernel.kallsyms]                 [k] __run_timers
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] 0x000000000014da7b
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] pick_next_task_fair
     0.01%  Xorg             Xorg                              [.] 0x0000000000082d2d
     0.01%  thermald         [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.01%  thermald         libstdc++.so.6.0.33               [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)@plt
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000acd7c
     0.01%  Xorg             [kernel.kallsyms]                 [k] os_xsave
     0.01%  systemd          [kernel.kallsyms]                 [k] clear_bhb_loop
     0.01%  systemd          libc.so.6                         [.] __GI___fileno
     0.01%  swapper          [kernel.kallsyms]                 [k] enqueue_pushable_task
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] sync_regs
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] __switch_to_asm
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] update_averages
     0.01%  Xorg             [kernel.kallsyms]                 [k] __mod_memcg_state
     0.01%  systemd          libsystemd-shared-255.so          [.] greedy_realloc
     0.01%  Xorg             [kernel.kallsyms]                 [k] consume_stock
     0.01%  perf             [kernel.kallsyms]                 [k] schedule_debug.isra.0
     0.01%  swapper          [kernel.kallsyms]                 [k] __iommu_dma_unmap
     0.01%  kworker/14:1-ev  [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000010001a5
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] 0x000000000003c2b4
     0.01%  swapper          [kernel.kallsyms]                 [k] __update_idle_core
     0.01%  systemd          [kernel.kallsyms]                 [k] alloc_fd
     0.01%  thermald         [kernel.kallsyms]                 [k] aa_file_perm
     0.01%  thermald         [kernel.kallsyms]                 [k] asm_sysvec_apic_timer_interrupt
     0.01%  Xorg             Xorg                              [.] 0x00000000000fbaf4
     0.01%  usb-storage      [kernel.kallsyms]                 [k] xas_clear_mark
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] xas_find_marked
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] elv_rqhash_find
     0.01%  pool-org.gnome.  [kernel.kallsyms]                 [k] tlb_batch_pages_flush
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] ktime_mono_to_any
     0.01%  sd-resolve       libc.so.6                         [.] fopen@@GLIBC_2.2.5
     0.01%  tracker-miner-f  libtracker-sparql-3.0.so.0.701.0  [.] 0x0000000000060fa1
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] pick_next_task_stop
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] dw_reg_write
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] kill_fasync
     0.01%  kworker/13:2-ev  [kernel.kallsyms]                 [k] psi_avgs_work
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] blk_attempt_plug_merge
     0.01%  systemd          libsystemd-core-255.so            [.] 0x00000000000dd8b6
     0.01%  Xorg             Xorg                              [.] 0x0000000000082d1e
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004d69c4
     0.01%  Xorg             [kernel.kallsyms]                 [k] __put_user_nocheck_8
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] rq_wait_inc_below
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] _raw_read_unlock_irqrestore
     0.01%  thermald         [kernel.kallsyms]                 [k] rapl_unit_xlate
     0.01%  thermald         libc.so.6                         [.] _itoa_word
     0.01%  swapper          [kernel.kallsyms]                 [k] __active_retire
     0.01%  systemd-timesyn  libsystemd-shared-255.so          [.] 0x00000000002a79f2
     0.01%  perf             [kernel.kallsyms]                 [k] perf_adjust_freq_unthr_context
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] __legitimize_mnt
     0.01%  InputThread      libevdev.so.2.3.0                 [.] 0x00000000000101a4
     0.01%  wpa_supplicant   [kernel.kallsyms]                 [k] __update_load_avg_cfs_rq
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] memset_orig
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_bit_lock
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_mutex_unlock
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] memset_orig
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] mt_report
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] folio_clear_dirty_for_io
     0.01%  Xorg             Xorg                              [.] 0x0000000000082cd1
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] __jbd2_journal_temp_unlink_buffer
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] __x64_sys_newfstat
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] irq_finalize_oneshot.part.0
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000001590f9
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] x64_sys_call
     0.01%  Xorg             [kernel.kallsyms]                 [k] __alloc_skb
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] __update_load_avg_se
     0.01%  perf             [kernel.kallsyms]                 [k] clear_bhb_loop
     0.01%  perf             [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.01%  systemd          [kernel.kallsyms]                 [k] memset_orig
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] scsi_alloc_sgtables
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] sock_poll
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] check_cfs_rq_runtime
     0.01%  Xorg             [kernel.kallsyms]                 [k] vfs_read
     0.01%  Xorg             libc.so.6                         [.] _int_free_maybe_consolidate
     0.01%  usb-storage      [kernel.kallsyms]                 [k] xas_descend
     0.01%  swapper          [kernel.kallsyms]                 [k] __timeline_retire
     0.01%  gvfs-afc-volume  [kernel.kallsyms]                 [k] rb_insert_color
     0.01%  kworker/13:2-ev  [kernel.kallsyms]                 [k] schedule
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] __blk_bios_map_sg
     0.01%  gmain            [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] memchr_inv
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] _raw_spin_unlock_irq
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] __cond_resched
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_atomic_ref_count_dec
     0.01%  Xorg             [kernel.kallsyms]                 [k] alloc_skb_with_frags
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.01%  swapper          [kernel.kallsyms]                 [k] usb_hcd_is_primary_hcd
     0.01%  ksoftirqd/14     [kernel.kallsyms]                 [k] rb_next
     0.01%  gmain            libglib-2.0.so.0.8000.0           [.] 0x0000000000041850
     0.01%  Xorg             libglamoregl.so                   [.] 0x000000000001d326
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] pick_next_task
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] xas_move_index
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] __bio_add_page
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] psi_task_switch
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] hid_process_event
     0.01%  GUsbEventThread  libc.so.6                         [.] pthread_setspecific@GLIBC_2.2.5
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __timer_delete_sync
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] mutex_lock
     0.01%  gvfs-afc-volume  [unknown]                         [.] 0000000000000000
     0.01%  Xorg             Xorg                              [.] 0x00000000000823ca
     0.01%  kworker/7:1-eve  [kernel.kallsyms]                 [k] worker_thread
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] sk_filter_trim_cap
     0.01%  usb-storage      [kernel.kallsyms]                 [k] xas_find
     0.01%  nautilus         libglib-2.0.so.0.8000.0           [.] g_mutex_unlock
     0.01%  kworker/u33:0-i  [kernel.kallsyms]                 [k] skl_commit_modeset_enables
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] update_rq_clock
     0.01%  fwupd            libgobject-2.0.so.0.8000.0        [.] 0x0000000000034c6d
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000cba299
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.01%  JS Helper        [kernel.kallsyms]                 [k] futex_wake
     0.01%  JS Helper        libc.so.6                         [.] pthread_cond_wait@@GLIBC_2.3.2
     0.01%  gdbus            [kernel.kallsyms]                 [k] mt_find
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] sock_recvmsg
     0.01%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_hash_table_remove
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] update_sd_lb_stats.constprop.0
     0.01%  sd-resolve       libc.so.6                         [.] __res_context_send
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] scsi_mq_set_rq_budget_token
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] ktime_get
     0.01%  gvfs-afc-volume  [kernel.kallsyms]                 [k] rseq_ip_fixup
     0.01%  gdbus            libc.so.6                         [.] realloc
     0.01%  usb-storage      [kernel.kallsyms]                 [k] xas_start
     0.01%  swapper          [kernel.kallsyms]                 [k] wake_up_process
     0.01%  gmain            [kernel.kallsyms]                 [k] xas_descend
     0.01%  gmain            [kernel.kallsyms]                 [k] dequeue_task_fair
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] apparmor_file_permission
     0.01%  kworker/10:1-i9  [kernel.kallsyms]                 [k] worker_enter_idle
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] scsi_prepare_cmd
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] select_idle_sibling
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __alloc_skb
     0.01%  usb-storage      [kernel.kallsyms]                 [k] xas_load
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __pm_runtime_suspend
     0.01%  usb-storage      [kernel.kallsyms]                 [k] intel_iommu_map_pages
     0.01%  perf             [kernel.kallsyms]                 [k] __rmqueue_pcplist
     0.01%  gsd-media-keys   libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup
     0.01%  usb-storage      [kernel.kallsyms]                 [k] usb_sg_wait
     0.01%  gmain            [kernel.kallsyms]                 [k] link_path_walk.part.0.constprop.0
     0.01%  Xorg             Xorg                              [.] 0x00000000001e6880
     0.01%  swapper          [kernel.kallsyms]                 [k] tick_nohz_update_jiffies
     0.01%  sd-resolve       libc.so.6                         [.] _IO_file_fopen@@GLIBC_2.2.5
     0.01%  kworker/2:0-mm_  [kernel.kallsyms]                 [k] find_next_iomem_res
     0.01%  gvfs-afc-volume  [kernel.kallsyms]                 [k] __schedule
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] regmap_readable
     0.01%  migration/7      [kernel.kallsyms]                 [k] schedule
     0.01%  usb-storage      [kernel.kallsyms]                 [k] sg_free_table_chained
     0.01%  kworker/u33:0-i  [kernel.kallsyms]                 [k] native_queued_spin_lock_slowpath
     0.01%  usb-storage      [kernel.kallsyms]                 [k] kfree
     0.01%  swapper          [kernel.kallsyms]                 [k] pfn_to_dma_pte
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] sk_alloc
     0.01%  systemd          [kernel.kallsyms]                 [k] save_fpregs_to_fpstate
     0.01%  swapper          [kernel.kallsyms]                 [k] early_xen_iret_patch
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000000d28e
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] __switch_to
     0.01%  perf             [kernel.kallsyms]                 [k] mutex_lock
     0.01%  migration/2      [kernel.kallsyms]                 [k] psi_group_change
     0.01%  wpa_supplicant   libc.so.6                         [.] __libc_calloc
     0.01%  Xorg             libglamoregl.so                   [.] 0x000000000002630b
     0.01%  gmain            [kernel.kallsyms]                 [k] update_curr
     0.01%  kworker/4:0-eve  [kernel.kallsyms]                 [k] strscpy
     0.01%  kworker/13:2-ev  [unknown]                         [.] 0000000000000000
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] path_init
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] i2c_dw_acquire_lock
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff37c1
     0.01%  systemd          [kernel.kallsyms]                 [k] update_min_vruntime
     0.01%  pool-spawner     ld-linux-x86-64.so.2              [.] _dl_allocate_tls
     0.01%  InputThread      [kernel.kallsyms]                 [k] psi_group_change
     0.01%  systemd          libc.so.6                         [.] _int_free
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] __kmalloc_node_track_caller
     0.01%  gmain            [kernel.kallsyms]                 [k] update_load_avg
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __kmalloc
     0.01%  gsd-xsettings    libglib-2.0.so.0.8000.0           [.] g_source_ref
     0.01%  systemd          libsystemd-shared-255.so          [.] varlink_get_timeout
     0.01%  perf             [kernel.kallsyms]                 [k] xfd_validate_state
     0.01%  swapper          [kernel.kallsyms]                 [k] get_nohz_timer_target
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] update_io_ticks
     0.01%  Xorg             Xorg                              [.] 0x00000000000829e4
     0.01%  Xorg             Xorg                              [.] 0x0000000000180ae0
     0.01%  kworker/14:1-ev  [kernel.kallsyms]                 [k] signal_irq_work
     0.01%  ibus-extension-  libX11.so.6.4.0                   [.] _XSetLastRequestRead
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] ep_poll_callback
